Year of Project Year,Technology Mid-Type,Country,Technology Broad Category,Technology Sub-Type,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Subsystem 1 - Technology Sub-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh)
1995,Pumped hydro storage,South Korea,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,7.33,4398000,600000,4398000
1995,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1500000,0
1995,Pumped hydro storage,United States,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1095000,0
1995,Pumped hydro storage,Bulgaria,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,8.5,6698000,788000,6698000
1995,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1280,0
1996,Pumped hydro storage,Czech Republic,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,4.92,3198000,650000,3198000
1996,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
1996,Pumped hydro storage,Greece,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,384000,0
1996,Pumped hydro storage,Thailand,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,171000,0
1996,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,600000,0
1997,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,80000,0
1997,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,800000,0
1997,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,90000,0
1997,Pumped hydro storage,Poland,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,82800,0
1998,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,8,15456000,1932000,15456000
1998,Pumped hydro storage,India,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,240000,0
1999,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,30000,0
2000,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1836000,0
2000,Pumped hydro storage,Lithuania,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,12,10800000,900000,10800000
2000,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,70000,0
2000,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,2400000,0
2000,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,80000,0
2001,Pumped hydro storage,South Korea,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,9.1,6370000,700000,6370000
2002,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,102000,0
2002,Pumped hydro storage,Thailand,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,500000,0
2003,Pumped hydro storage,Russia,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
2004,Pumped hydro storage,Portugal,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,520000,0
2004,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,8,8480000,1060000,8480000
2004,Pumped hydro storage,Philippines,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,709000,0
2005,Pumped hydro storage,Italy,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,158000,0
2005,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1800000,0
2005,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,120000,0
2005,Pumped hydro storage,Portugal,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,191600,0
2006,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1000000,0
2006,Pumped hydro storage,India,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1450000,0
2006,Pumped hydro storage,South Korea,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1000000,0
2006,Pumped hydro storage,South Korea,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,6,3600000,600000,3600000
2006,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1224000,0
2006,Pumped hydro storage,India,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,250000,0
2007,Pumped hydro storage,Russia,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,840000,0
2007,Pumped hydro storage,United States,Electro-mechanical energy storage,Closed-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Closed-loop PHS,12,6000000,500000,6000000
2008,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1000000,0
2008,Pumped hydro storage,India,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,6,5400000,900000,5400000
2009,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,9,11520000,1280000,11520000
2009,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
2009,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
2009,Pumped hydro storage,Austria,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,525000,0
2009,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1000000,0
2010,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1800000,0
2010,Pumped hydro storage,United States,Electro-mechanical energy storage,Closed-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Closed-loop PHS,10.33,10330000,1000000,10330000
2010,Pumped hydro storage,Austria,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,12000,0
2010,Pumped hydro storage,Switzerland,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1000000,0
2010,Pumped hydro storage,Russia,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,140000,0
2010,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,3.4,476000,140000,476000
2010,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
2010,Pumped hydro storage,Slovenia,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,185000,0
2011,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1500000,0
2011,Pumped hydro storage,Italy,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,572000,0
2011,Pumped hydro storage,Denmark,Electro-mechanical energy storage,Closed-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Closed-loop PHS,6,36,6,36
2011,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
2011,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,2448000,0
2011,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1000000,0
2011,Pumped hydro storage,Austria,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,480000,0
2011,Pumped hydro storage,South Korea,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,800000,0
2011,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
2011,Pumped hydro storage,South Korea,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,6,2400000,400000,2400000
2011,Pumped hydro storage,Austria,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,140000,0
2011,Pumped hydro storage,Austria,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,50000,0
2012,Pumped hydro storage,United States,Electro-mechanical energy storage,Closed-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Closed-loop PHS,8,2400000,300000,2400000
2012,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
2012,Pumped hydro storage,United States,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,6,240000,40000,240000
2012,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,940000,0
2013,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1300,0
2013,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,4.5,198000,44000,198000
2013,Pumped hydro storage,Morocco,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,465000,0
2013,Pumped hydro storage,Brazil,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,20000,0
2013,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,40000,0
2013,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,80000,0
2013,Pumped hydro storage,Switzerland,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,480000,0
2013,Pumped hydro storage,Switzerland,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,160000,0
2013,Pumped hydro storage,Switzerland,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,141000,0
2013,Pumped hydro storage,Switzerland,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,47000,0
2013,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,2.83,622600,220000,622600
2013,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,100000,0
2013,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,7420,0
2013,Pumped hydro storage,Germany,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,5.5,2106500,383000,2106500
2013,Pumped hydro storage,Canada,Electro-mechanical energy storage,Closed-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Closed-loop PHS,5,2000000,400000,2000000
2013,Pumped hydro storage,Japan,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,200000,0
2013,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,160000,0
2013,Pumped hydro storage,Austria,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,198000,0
2013,Pumped hydro storage,Switzerland,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,185000,0
2013,Pumped hydro storage,India,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,8,5600000,700000,5600000
2013,Pumped hydro storage,United States,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,8.2,1230000,150000,1230000
2013,Pumped hydro storage,Morocco,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,350000,0
2013,Pumped hydro storage,Bulgaria,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,104000,0
2013,Pumped hydro storage,China,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1200000,0
2013,Pumped hydro storage,Spain,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,2000000,0
2013,Pumped hydro storage,Iran,Electro-mechanical energy storage,Open-loop PHS,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,0,,1040000,0
